date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,12,2,,.5,.5,Legendary Grace (GB),4,F,137,,3:32.20,212.20,8.50,Tabitha Worsley,Nick Gifford,667.80,–,89,Multiplex (GB),Fairyinthewind (IRE),Indian Haven,R Delnevo,Prominent in chasing group - headway and close up 3f out - pushed along and challenging home turn - ridden over 1f out - kept on and led inside final 110yds - headed and no extra towards finish
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,9,3,,2,1.5,The Kicking Queen (IRE),5,M,154,,3:32.50,212.50,6.00,Tom Cannon,Alan King,333.90,–,99,Beat Hollow (GB),Shivermetimber (IRE),Arctic Lord,Mr Mrs Christopher Harris,Prominent in chasing group - headway and tracked leaders 3f out - pushed along and challenging 1f out - ridden inside final furlong - no extra inside final 110yds(op 11/2)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,13,4,,2.25,0.3,Mondora (FR),4,F,142,ht,3:32.55,212.55,2.62,Harry Cobden,Paul Nicholls,166.95,–,87,Montmartre (FR),Clarte DOr (FR),Kendor,Mrs Johnny De La Hey,Chased clear leader - steady headway 6f out - led 3f out - ridden over 1f out - hard pressed 1f out - headed inside final 110yds - soon no extra(op 7/4)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,11,5,,9.75,7.5,Kadiyama (IRE),4,F,142,,3:34.05,214.05,41.00,James Davies,Nick Gifford,,–,80,Born To Sea (IRE),Kadayna (IRE),Dalakhani,The Lavender Chickens,Midfield - headway and ridden over 2f out - soon outpaced - well held from 2f out(op 33/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,14,6,,10.75,1,Surooj (GB),4,F,142,,3:34.25,214.25,10.00,William Kennedy,John Berry,,–,79,Mukhadram (GB),Eldalil GB,Singspiel,John Berry,Prominent in chasing group - headway and close up 3f out - went second and every chance over 2f out - soon ridden - lost ground and beaten over 1f out - weakened final furlong(op 14/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,2,7,,11.25,.5,Gwennoline (FR),5,M,147,h,3:34.35,214.35,126.00,Kieren Buckley,Nigel Hawke,,–,90,Balko (FR),Ugoline (FR),Dom Alco,Thorne Farm Racing Ltd,Taken down early - held up in rear - minor headway when switched right over 2f out - soon no impression - well held from 2f out(op 100/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,5,8,,12,.75,Milanese Rose (IRE),5,M,154,,3:34.50,214.50,5.50,Paddy Brennan,Fergal OBrien,,–,89,Milan (GB),Ma Furie (FR),Balleroy,J K Whymark,Midfield - headway when switched right and ridden 3f out - soon outpaced - well held from 2f out(op 6/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,3,9,,13.5,1.5,Kazontherazz (GB),5,M,154,h,3:34.80,214.80,11.00,James Best,Martin Keighley,,–,88,Kayf Tara (GB),Giovanna GB,Orpen,The Meagher Family,Prominent in chasing group - switched right 3f out - soon ridden - outpaced and struggling home turn - weakened over 1f out(op 11/2)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,4,10,,17,3.5,Lady Vera (IRE),6,M,147,,3:35.50,215.50,34.00,Ben Ffrench Davis,Barry Brennan,,–,84,Shirocco (GER),Kayf Vera (IRE),Kayf Tara,M J Hills,Always towards rear - ridden over 2f out - soon beaten - no chance from 2f out(op 14/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,6,11,,27,10,Pollyamorous (IRE),6,M,154,,3:37.50,217.50,251.00,Jeremiah McGrath,Katharine Davis,,–,74,Califet (FR),Our Polly (IRE),Saint Des Saints,D White,Always towards rear - lost touch and got well behind from over 2f out(op 150/1 tchd 400/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,8,12,,37,10,Taylors Three Rock (IRE),5,M,154,,3:39.50,219.50,21.00,Harry Bannister,Tony Carroll,,–,64,Roderic OConnor (IRE),Miss Me GB,Marju,Ms K J Austin,Raced freely - led and went well clear - reduced lead from 6f out - headed 3f out - soon beaten and lost position - got well behind final furlong(op 16/1)
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,1,13,,37.25,0.1,Charyn Canyon (IRE),5,M,154,,3:39.57,219.57,67.00,Ciaran Gethings,Ben Case,,–,64,Leading Light (IRE),Nechtan (IRE),Generous,A H Harvey,Midfield - dropped to rear and ridden 5f out - got well behind from 2f out
2021-01-08,GB,Lingfield (AW),12:50,Watch Sky Sports Racing In HD Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,14,10,14,,58.25,21,Ebony Girl (GB),4,F,142,,3:43.75,223.75,126.00,Jack Quinlan,Simon Pearce,,–,31,Brazen Beau (AUS),Ziraun GB,Cadeaux Genereux,Deerfield Syndicate,Never better than mid-division - dropped to last and lost touch over 2f out - tailed off(op 100/1 tchd 150/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,5,1,,0,0,Jumping Cats (GB),6,G,159,,3:34.50,214.50,4.50,Jamie Moore,Gary Moore,2469.24,–,97,Champs Elysees (GB),Pivotal Drive (IRE),Pivotal,Ashley Carr Gary Moore,Chased leaders - pushed along over 2f out - ridden to lead over 1f out - hung left inside final furlong - kept on well - always doing enough(op 2/1 tchd 15/8)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,4,2,,1.75,1.75,Ferrobin (IRE),7,G,159,p,3:34.85,214.85,4.33,James Best,Max Young,725.04,–,95,Robin Des Champs (FR),Fedaia (IRE),Anabaa,Mrs D Prosser,Midfield - smooth headway from 3f out - shaken up over 1f out - ridden and went second final 110yds - kept on well - always held(op 4/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,8,3,,3.75,2,Uncle O (GB),7,G,159,t,3:35.25,215.25,51.00,Jeremiah McGrath,Clare Hobson,362.52,–,93,Fair Mix (IRE),Clever Liz GB,Glacial Storm,Harry Hobson,Led - going okay 3f out - ridden 2f out - hung left and headed over 1f out - lost second and weakened final 110yds(op 28/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,6,4,,4,0.2,Percy Prosecco (GB),6,G,156,p,3:35.34,215.34,5.50,Miss Brodie Hampson,Archie Watson,181.26,–,93,Sir Percy (GB),Grapes Hill GB,Kingsalsa,The Real Quiz,Midfield - pushed along and headway from 3f out - raced slightly wide and ridden home turn - soon outpaced - held but kept on and went fourth inside final furlong (jockey said gelding hung left-handed rounding the final bend)(tchd 6/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,9,5,,6,2,Volturnus (GB),7,G,159,p,3:35.70,215.70,17.00,Brendan Powell,Oliver Sherwood,,–,91,Azamour (IRE),Daffydowndilly GB,Oasis Dream,The Hon A Blyth,Tracked leader on inner - ridden 3f out - weakened final furlong(tchd 12/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,11,6,,11.5,5.5,Molliana (GB),6,M,152,p,3:36.80,216.80,5.00,Sam Twiston-Davies,Neil Mulholland,,–,79,Olden Times (GB),The Screamer (IRE),Insan,Dajam Ltd,Midfield on inner - ridden 3f out - outpaced 2f out - made no impression(op 5/1 tchd 7/2)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,10,7,,12,.5,Military Dress (IRE),6,M,149,h,3:36.90,216.90,151.00,Mitchell Bastyan,Milton Harris,,–,78,Epaulette (AUS),Dune Breeze (IRE),Azamour,R Sparks,Always towards rear - made no impression(op 125/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,1,8,,12.5,.5,Ah Well (IRE),9,G,159,,3:37.00,217.00,11.00,Jack Quinlan,Thomas Gallagher,,–,85,Gold Well (GB),Valentina Gaye (IRE),Snurge,John Reddington,Raced wide - took keen hold - midfield - headway and chased leaders 4f out - ridden 3f out - weakened over 2f out (jockey said gelding hung left-handed in the home straight)(op 12/1 tchd 9/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,7,9,,13.5,1,Plenty Of Butty (IRE),8,G,159,,3:37.20,217.20,34.00,Tom Scudamore,Michael Scudamore,,–,84,Germany (USA),Jump For Joy (IRE),Liboi,Having A Mare Michael Scudamore,Always towards rear
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,2,10,,20.5,7,Dandy Times (IRE),8,G,154,ht,3:38.60,218.60,251.00,Alexander Thorne,Joanne Thomason-Murphy,,–,77,Central Park (IRE),Distinctly Flo Jo (IRE),Distinctly North,Mrs J Thomason Murphy,Took keen hold - always towards rear(op 200/1 tchd 300/1)
2021-01-08,GB,Lingfield (AW),1:20,Visit attheraces.com Jumpers Bumper National Hunt Flat Race,NH Flat,Class 5,,,4yo+,,2m,16f,3219,Standard To Slow,11,3,11,,31.5,11,Deer Hunter (IRE),5,G,159,,3:40.80,220.80,8.00,Gavin Sheehan,Danni ONeill,,–,66,Fame And Glory (GB),Subtle Gem (IRE),Subtle Power,Fawley House Stud,Tracked leaders - ridden and lost position over 4f out - dropped to last and struggling 3f out(op 9/1 tchd 6/1 and tchd 10/1)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,2,1,,0,0,Glory And Honour (IRE),5,G,159,,3:31.95,211.95,1.62,Richard Johnson,Tom Lacey,3249,–,126,Elusive Pimpernel (USA),On Khee GB,Sakhee,Jerry Hinds Ashley Head,Raced wide - towards rear - headway and close up 6f out - led and going easily 4f out - ridden and went clear over 1f out - ran on well - easily(op 5/6 tchd Evens)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,5,2,,8.5,8.5,My Boy James (IRE),9,G,159,,3:33.65,213.65,81.00,Tom Cannon,Laura Mongan,954,–,118,Getaway (GER),Parkality (IRE),Good Thyne,Mrs P J Sheen,Held up in rear - headway 4f out - went third and shaken up over 2f out - went second towards finish - no match for winner(op 66/1)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,9,3,,9,.5,Sorbet (GB),6,M,152,,3:33.75,213.75,9.00,Bryony Frost,Lucy Wadham,477,–,110,Passing Glance (GB),Fireburst GB,Spectrum,Mrs P Toye,Chased leaders - went second over 2f out - ridden and outpaced over 1f out - weakened inside final furlong - lost second towards finish(tchd 7/1)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,3,4,,21,12,Hit The Rocks (IRE),6,G,159,,3:36.15,216.15,17.00,Tom Queally,Gary Moore,238.50,–,105,Fast Company (IRE),Skerries (IRE),Dr Fong,P Moorhead H Moorhead J Collins 1,Held up in rear - pushed along over 4f out - went fourth over 2f out - weakened over 1f out(op 14/1)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,4,5,,27,6,Khan (GER),7,H,156,p,3:37.35,217.35,10.00,Mitchell Bastyan,Milton Harris,,–,99,Santiago (GER),Kapitol (GER),Winged Love,Mark Adams,Pressed leader - lost second after 7f - lost position gradually and dropped to rear when ridden 5f out - got behind 2f out(op 15/2 tchd 11/2)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,8,6,,30.25,3.25,Dharma Rain (IRE),6,M,152,tv,3:38.00,218.00,126.00,Jeremiah McGrath,Clare Hobson,,–,89,High Chaparral (IRE),Crazy Volume (IRE),Machiavellian,Barry White,Chased leaders - went second and pressed leader after 7f - led 5f out - headed 4f out - lost second and weakened over 2f out - got behind final furlong(op 100/1 tchd 150/1)
2021-01-08,GB,Lingfield (AW),1:50,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div I),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,7,1,7,,62.25,32,Chasamax (IRE),6,G,159,,3:44.40,224.40,4.50,Nico de Boinville,Nicky Henderson,,–,64,Jeremy (USA),Peratus (IRE),Mujadil,International Plywood Importers Ltd,Took keen hold - led narrowly or disputed lead - headed and pushed along 5f out - soon lost position - dropped to rear over 2f out - tailed off (jockey said gelding stopped quickly)(op 11/4)
2021-01-08,GB,Lingfield (AW),2:50,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,5yo+,,2m,16f,3219,Standard To Slow,5,2,1,,0,0,Black Kalanisi (IRE),8,G,158,,3:32.20,212.20,8.00,Daryl Jacob,Joseph Tuite,3249,–,134,Kalanisi (IRE),Blackthorne Winter (IRE),Old Vic,The Harefield Racing Club,Held up in rear - went second and switched right over 1f out - ridden to lead inside final furlong - ran on well - comfortably(op 17/2 tchd 13/2 and tchd 9/1)
2021-01-08,GB,Lingfield (AW),2:50,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,5yo+,,2m,16f,3219,Standard To Slow,5,3,2,,2.5,2.5,Mengli Khan (IRE),8,G,158,t,3:32.70,212.70,2.10,Nico de Boinville,Nicky Henderson,954,–,131,Lope De Vega (IRE),Danielli (IRE),Danehill,Michael Blencowe,Taken down early - took keen hold - led - ridden and faced strong challenge over 1f out - headed inside final furlong - soon beaten(op 5/4 tchd Evens and tchd 11/8)
2021-01-08,GB,Lingfield (AW),2:50,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,5yo+,,2m,16f,3219,Standard To Slow,5,4,3,,7.25,4.75,Quick Grabim (IRE),9,G,158,,3:33.65,213.65,3.00,Paddy Brennan,Fergal OBrien,477,–,126,Oscar (IRE),Top Her Up (IRE),Beneficial,Mrs G S Worcester,Raced wide - chased leaders - ridden and went second home turn - lost second and outpaced over 1f out - well held final furlong(op 11/8)
2021-01-08,GB,Lingfield (AW),2:50,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,5yo+,,2m,16f,3219,Standard To Slow,5,5,4,,8.5,1.25,Reve (GB),7,G,158,tp,3:33.90,213.90,9.00,Sean Bowen,Martin Keighley,238.50,–,125,Nathaniel (IRE),Rouge I (FR),Red Ransom,Oliver Ryan,Chased leader - ridden and lost second 2f out - outpaced and well held from over 1f out(op 12/1 tchd 15/2 and tchd 14/1)
2021-01-08,GB,Lingfield (AW),2:50,Watch Sky Sports Racing In HD Jumpers Bumper National Hunt Flat Race,NH Flat,Class 4,,,5yo+,,2m,16f,3219,Standard To Slow,5,1,5,,30.5,22,Bardd (IRE),9,G,158,,3:38.30,218.30,29.00,Gavin Sheehan,Danni ONeill,,–,103,Dylan Thomas (IRE),Zarawa (IRE),Kahyasi,Fawley House Stud,Towards rear - ridden 4f out - soon dropped to last - lost touch 2f out - tailed off(op 20/1)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,7,1,,0,0,Whitlock (GB),6,G,159,,3:42.68,222.68,6.00,Nico de Boinville,Nicky Henderson,3249,–,94,Dutch Art (GB),Barynya GB,Pivotal,Lady Lloyd Webber,Tracked leaders on inner - short of room 2f out - ridden and headway over 1f out - led inside final furlong - ran on(op 10/3)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,2,2,,1.25,1.25,Good Bye (GER),6,G,156,v,3:42.93,222.93,51.00,Kevin Jones,Milton Harris,954,–,93,Tertullian (USA),Guantana (GER),Dynaformer,M F Harris,Held up in rear - headway and chased leaders on outer when ridden home turn - went second inside final 110yds - kept on - always held(op 20/1)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,3,3,,2,.75,Hasanabad (IRE),6,G,154,,3:43.08,223.08,1.53,Charlie Todd,Ian Williams,477,–,94,Nathaniel (IRE),Hasanka (IRE),Kalanisi,Teme Valley 2,Took keen hold - held up in midfield - short of room 2f out - squeezed out and lost position 1f out - switched right and rallied inside final furlong - ran on well and went third towards finish - not recover (jockey said gelding was denied a clear run)(op 8/13 tchd 1/2)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,4,4,,2.25,0.2,Le Boulevardier (GB),5,G,159,,3:43.17,223.17,3.50,Brendan Powell,Oliver Sherwood,238.50,–,92,Champs Elysees (GB),Daffydowndilly GB,Oasis Dream,Lady Blyth,Led - ridden over 2f out - headed inside final furlong - no extra and lost two places inside final 110yds(op 9/2)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,8,5,,3.5,1.25,Foxy Singer (FR),6,M,152,,3:43.38,223.38,151.00,Jeremiah McGrath,Clare Hobson,,–,84,Secret Singer (FR),Newport (FR),Hawkers News,Harry Hobson,In touch with leaders - pushed along over 1f out - ridden and kept on inside final furlong - not pace to challenge(op 80/1)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,6,6,,4.5,1,The Last Melon (GB),9,G,159,p,3:43.58,223.58,126.00,David Bass,James Bennett,,–,90,Sir Percy (GB),Step Fast (USA),Giants Causeway,Miss J C Blackwell,Taken down early - chased leader - ridden 2f out - no extra 1f out - weakened inside final furlong(tchd 100/1 and tchd 150/1)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,1,7,,5.5,1,Ace Time (GB),7,G,159,,3:43.78,223.78,26.00,Adam Wedge,J R Jenkins,,–,89,Sinndar (IRE),Desert Run (IRE),Desert Prince,B Dowling R Stevens,Held up in rear - ridden over 1f out - made no telling impression(op 14/1)
2021-01-08,GB,Lingfield (AW),2:20,Follow At The Races On Twitter Jumpers Bumper National Hunt Flat Race (Div II),NH Flat,Class 4,,,4yo+,,2m,16f,3219,Standard To Slow,8,5,8,,6.75,1.25,Lord Howard (IRE),5,G,154,v,3:44.03,224.03,101.00,Alexander Thorne,Joanne Thomason-Murphy,,–,88,Havana Gold (IRE),Lady Gabrielle (IRE),Dansili,Mrs J Thomason Murphy,Chased leaders - ridden home turn - edged left and no extra 1f out - weakened inside final furlong(op 66/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,4,1,,0,0,First Glory (IRE),5,M,145,,3:36.20,216.20,12.00,Joe Williamson,Philip Kirby,2924.10,–,92,Fame And Glory (GB),Ballyfourlass (IRE),Anshan,Alan Rogers,Made all - ridden from 2 out - hard pressed over 1f out - kept on strongly inside final furlong - all out - just held on(op 10/1 tchd 9/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,7,2,,0.3,0.3,Okhotsk (GB),5,M,149,t,3:36.26,216.26,34.00,Bryan Carver,Chris Honour,858.60,–,92,Dream Eater (IRE),Darn Hot GB,Sir Harry Lewis,C Honour,Raced wide - midfield - headway 4 out - ridden and chased winner home turn - challenging from 1f out - hung left final furlong - kept on strongly towards finish - just failed (jockey said mare hung left-handed)(tchd 40/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,8,3,,.75,.5,Rose Ohara (GB),5,M,152,,3:36.35,216.35,2.50,Gavin Sheehan,Jamie Snowden,429.30,–,92,Kayf Tara (GB),Cinderella Rose GB,Midnight Legend,Jones Broughtons Wilson Weaver,Tracked leaders - shaken up before 3 out - ridden and chased winner home turn - outpaced over 1f out - kept on inside final furlong - always held (vet said mare had been struck into on its left-hind and had also lost its left-hind shoe)(tchd 5/4)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,2,4,,1,0.1,Caroles Tzarina (FR),5,M,152,,3:36.40,216.40,10.00,Jack Quinlan,Amy Murphy,214.65,–,91,Sholokhov (IRE),Caroles Destiny GB,Hernando,Paul Murphy,Midfield - ridden 3f out - stayed on from 2f out - kept on strongly inside final furlong - nearest finish(op 13/2)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,11,5,,1,0.1,Lunar Flight (GB),4,F,141,,3:36.40,216.40,13.00,Richie McLernon,Paul Webber,,–,80,Pethers Moon (IRE),Vanilla Delight (IRE),Orpen,Miss S Pilkington,Held up in midfield - headway and going easily before 3 out - went fourth home turn - pushed along over 1f out - reminders 1f out - stayed on inside final furlong - outpaced towards finish(op 16/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,12,6,,1.25,0.3,Phillipstown Ellen (IRE),4,F,138,,3:36.45,216.45,13.00,Mitchell Bastyan,Milton Harris,,–,80,Xtension (IRE),Royal Bean (USA),Royal Academy,C Harding,Towards rear - ridden and dropped to last 3f out - still plenty to do 2f out - ran on well final furlong - rapid headway inside final 110yds - never near to challenge(op 20/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,5,7,,1.5,0.2,Millie Round (IRE),5,M,152,,3:36.54,216.54,8.00,James Bowen,Tom George,,–,91,Fame And Glory (GB),Molly Round (IRE),Old Vic,The Borris Partnership,Prominent - going okay but short of room before 3 out - lost position home turn - rallied over 1f out - ran on well inside final furlong - nearest finish(op 5/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,6,8,,1.5,0.1,Miss Mocktail (IRE),6,M,149,,3:36.52,216.52,101.00,Charlie Hammond,Steph Hollinshead,,–,94,Getaway (GER),Identity Parade (IRE),Witness Box,Lysways Racing,Raced freely - held up in rear - some headway over 2f out - short of room and stumbled over 1f out - not recover (jockey said mare was denied a clear run)(op 50/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,10,9,,2.25,.75,Kadiyama (IRE),4,F,141,p,3:36.65,216.65,12.00,James Davies,Nick Gifford,,–,80,Born To Sea (IRE),Kadayna (IRE),Dalakhani,The Lavender Chickens,Midfield - ridden 3f out - bumped on turn over 2f out - stayed on final furlong - no impression towards finish(tchd 12/1)
2021-01-18,GB,Lingfield (AW),12:15,EBF Mares Standard Open National Hunt Flat Race (GBB Race),NH Flat,Class 5,,,4-6yo,M,2m,16f,3219,Standard To Slow,12,1,10,,4.75,2.5,Annie Moore (IRE),5,M,147,,3:37.15,217.15,101.00,Kevin Brogan,Mark Loughnane,,–,88,Ocovango (GB),Wattrey GB,Royal Academy,Mrs C Loughnane,Held up in last - steady headway from 3 out - ridden and no impression from 2f out(op 66/1)
