date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment
2021-12-20,GB,Lingfield (AW),12:30,Casumo Bet 10 Get 20 Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,7,6,,8.5,3.25,Avec Permission (FR),4,F,147,,3:44.24,224.24,5.50,Kielan Woods,Alex Hales,,–,80,Authorized (IRE),Naive (IRE),Nayef,Bloomsbury Stud,Midfield - pushed along and some headway over 2f out - ridden over 1f out - weakened gradually inside final furlong(op 8/1 tchd 17/2)
2021-12-20,GB,Lingfield (AW),12:30,Casumo Bet 10 Get 20 Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,5,7,,16,7.5,Rudy Caprice (FR),4,G,154,,3:45.74,225.74,3.50,Nico de Boinville,Nicky Henderson,,–,79,Sholokhov (IRE),Mega Sister (FR),Laveron,Loose Ends,Chased leader - close up 3f out - pushed along over 2f out - outpaced and lost position under 2f out - soon weakened(op 2/1)
2021-12-20,GB,Lingfield (AW),12:30,Casumo Bet 10 Get 20 Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,4,8,,41,25,Kentford Drake (GB),5,G,151,,3:50.74,230.74,21.00,Daniel Sansom,Seamus Mullins,,–,54,Norse Dancer (IRE),Kentford Dabchick GB,Tobougg,D I Bare,In rear - niggled along over 4f out - pushed along and got behind from 3f out - soon tailed off(op 18/1 tchd 16/1 and tchd 22/1)
2021-12-20,GB,Lingfield (AW),12:30,Casumo Bet 10 Get 20 Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,2,9,,70,29,Ellofagetaway (IRE),5,G,154,,3:56.54,236.54,7.00,Tom Cannon,Noel Williams,,–,25,Getaway (GER),Ellaway Rose (IRE),Beneficial,Didntt Partnership,Took keen hold - chased leader on outer - pushed along when about four wide 3f out - soon lost position and in rear - eased from 2f out(op 10/3)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,3,1,,0,0,Our Jester (GB),6,G,162,,3:40.40,220.40,3.50,Tom OBrien,Hughie Morrison,21124,–,114,Garswood (GB),Cill Rialaig GB,Environment Friend,Pangfield Racing V,Took keen hold - pressed leader - led 4f out - ridden and 3 lengths ahead 2f out - went further clear over 1f out - kept on - ridden out(op 9/4)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,4,2,,3.25,3.25,Swapped (FR),5,G,162,,3:41.05,221.05,11.00,Nico de Boinville,Nicky Henderson,9720,–,108,Sinndar (IRE),La Bezizais (FR),Astarabad,A Speelman M Speelman,Took keen hold - tracked leaders - bumped after 1f - ridden and went second over 2f out - edged left and kept on from over 1f out - always held(op 8/1 tchd 11/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,2,3,,3.5,0.3,Estacas (GER),5,G,162,,3:41.10,221.10,2.88,Jamie Moore,A Wohler,4860,–,108,Galileo (IRE),Earthly Paradise (GER),Dashing Blade,Stiftung Gestut Fahrhof,Took keen hold - tracked leaders on inner - ducked right and bumped rival after 1f - ridden 3f out - switched right 2f out - went third 1f out - kept on(op 6/4 tchd 11/8)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,8,4,,4.25,.75,So Scottish (FR),5,G,158,,3:41.25,221.25,5.50,Alain Cawley,Emmet Mullins,2432,–,103,Martaline (GB),Mer DArabie (FR),Ballingarry,Paul Byrne,Took keen hold - held up in midfield on inner - lost position and towards rear 6f out - short of room over 2f out - switched right 2f out - ridden and headway from over 1f out - went fourth inside final furlong - kept on(op 13/2 and tchd 15/2)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,12,5,,4.25,0.05,Legionar (GER),4,G,149,,3:41.26,221.26,6.50,Paddy Brennan,Milton Harris,1212,–,94,Protectionist (GER),Lomitas Dream GB,Lomitas,Four Candles Partnership,Towards rear of midfield - switched right and ridden 3f out - carried right and raced wide home straight - stayed on and switched left inside final furlong - never near to challenge(op 7/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,9,6,,7.25,3,Zucayan (FR),5,G,158,,3:41.85,221.85,81.00,Nick Slatter,Fergal OBrien,,–,99,Lucayan (FR),John Quatz (FR),Johann Quatz,Ian Slatter,Led narrowly - set steady pace - headed and pushed along 4f out - ridden and lost second over 2f out - lost third and weakened from 1f out
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,11,7,,8.5,1.25,HerecomesFreddie (GB),4,G,149,,3:42.10,222.10,51.00,Richard Patrick,Michael Scudamore,,–,89,Gregorian (IRE),Forever Loved GB,Deploy,Racehorse Friends Partnership,Held up in rear - bit short of room over 2f out - switched left and ridden over 1f out - kept on inside final furlong - never near to challenge(op 33/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,10,8,,9.5,1,Gentle Fire (GB),6,M,155,,3:42.30,222.30,29.00,Danny Burton,Samuel Drinkwater,,–,94,Phoenix Reach (IRE),Pugnacious Lady GB,Hernando,Court Reclamation Salvage Ltd,Took keen hold - held up in rear - switched right and raced wide over 3f out - outpaced and hung left when ridden 2f out - no impression and well held from over 1f out(op 25/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,7,9,,12,2.5,Hurricane Deal (FR),5,G,158,,3:42.80,222.80,19.00,Sam Twiston-Davies,Sam Thomas,,–,94,Hurricane Cat (USA),Diluvienne (FR),Kaldoun,Walters Plant Hire Ltd,Took keen hold - tracked leaders - ridden 3f out - lost position and hung right 2f out - soon weakened - dropped to rear inside final furlong(op 33/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,5,10,,12.5,0.3,All About Logan (GB),5,G,158,,3:42.90,222.90,101.00,James Best,John Best & Karen Jewell,,–,93,Casamento (IRE),Atabaas Allure (FR),Alhaarth,Smarden Thoroughbreds,Raced wide - midfield - ridden 3f out - outpaced and struggling when short of room and hampered home turn - weakened and dropped to rear inside final furlong(op 80/1)
2022-01-23,GB,Lingfield (AW),12:50,Winter Million Open National Hunt Flat Race (Category 1 Elimination) (AWT) (GBB Race),NH Flat,Class 2,,,4-6yo,,2m,16f,3219,Standard To Slow,11,13,11,,14,1.5,Honore (GB),4,G,145,h,3:43.20,223.20,301.00,Niall Houlihan,Pat Phelan,,–,79,Telescope (IRE),Saint Honore GB,Champs Elysees,Paul Bocking,Held up in last - never dangerous(op 100/1 tchd 400/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,7,1,,0,0,Zonisty (IRE),4,G,154,,3:35.00,215.00,2.75,Sean Bowen,Sir Mark Prescott Bt,2614.08,–,110,Zoffany (IRE),Promise Me (IRE),Montjeu,W Prosser,Prominent - smooth headway 5f out - led 4f out - shaken up and went clear over 2f out - ridden over 1f out - kept on strongly final 110yds - impressive(op 2/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,3,2,,8.5,8.5,Peace Of Rome (GER),4,G,154,,3:36.70,216.70,2.62,Nico de Boinville,Nicky Henderson,1204.32,–,98,Jukebox Jury (IRE),Peace Flower (IRE),Dashing Blade,A D Spence,Took keen hold - prominent - pushed along and outpaced over 3f out - ridden 2f out - stayed on and went second inside final furlong(op 11/10)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,8,3,,9.5,1,A Tickatickatiming (GB),4,F,147,,3:36.90,216.90,11.00,Marc Goldstein,Sheena West,601.92,–,90,Sixties Icon (GB),Hi Note GB,Acclamation,Miss Sheena West,Took keen hold - prominent on outer - headway 3f out - pushed along over 2f out - ridden over 1f out - no extra final 110yds(op 11/2 tchd 5/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,12,4,,11.75,2.25,Petit Bijou (GB),5,M,147,,3:37.35,217.35,29.00,Tom OBrien,Michael Roberts,301.44,–,88,Delegator (GB),Native Ring (FR),Bering,Mrs Marie Martin,Took keen hold - midfield - pushed along 3f out - ridden 2f out - hung left over 1f out - stayed on and went fourth inside final furlong (jockey said mare hung left-handed in the home straight)(op 25/1 tchd 20/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,1,5,,13.75,2,Forlano (FR),5,G,154,,3:37.75,217.75,5.50,Sam Twiston-Davies,Jim & Suzi Best,,–,93,Papal Bull (GB),Floriana (GER),Seattle Dancer,South Downs Super 6 If Only Partnershp,Midfield - some headway over 3f out - ridden over 2f out - ridden and no impression over 1f out(op 9/1 tchd 5/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,2,6,,16.75,3,Pappa Rocco Coco (IRE),4,G,154,,3:38.35,218.35,11.00,Gavin Sheehan,Jamie Snowden,,–,90,Shirocco (GER),Coco Oscar (IRE),Oscar,J Noble G Pappadakis C Younghusband,Midfield - ridden and no impression from over 2f out(op 11/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,11,7,,17.75,1,Marakan (IRE),6,M,147,,3:38.55,218.55,81.00,Brendan Powell,John Best & Karen Jewell,,–,82,Arakan (USA),Goodthyne Miss (IRE),Jolly Jake,H J Jarvis Mrs P Jarvis,Held up in rear - headway on outer 3f out - pushed along over 2f out - ridden and weakened over 1f out(tchd 66/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,5,8,,22.5,4.75,Tregurrian (GB),5,G,154,,3:39.50,219.50,81.00,Jamie Moore,John Best & Karen Jewell,,–,84,Equiano (FR),Hvasavi (IRE),Dubawi,H J Jarvis Mrs P Jarvis,Held up in rear - ridden and no impression from over 3f out(op 66/1)
2022-11-08,GB,Lingfield (AW),1:00,Download The At The Races App Open National Hunt Flat Race (Category 2 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,9,9,9,,74.5,52,Bay Belle (GB),6,M,147,t,3:49.90,229.90,251.00,James Best,Joanne Thomason-Murphy,,–,25,Major Cadeaux (GB),Belle Boleyn GB,Tobougg,Mrs J Thomason Murphy,Raced freely - led - pushed along and headed 4f out - soon struggling - tailed off (jockey said mare hung right-handed and stopped quickly)(op 150/1)
2022-12-05,GB,Lingfield (AW),12:25,Download The At The Races App Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,8,5,1,,0,0,Ledders (IRE),4,G,153,,3:35.28,215.28,5.50,Niall Houlihan,Nick Gifford,2614.08,–,111,Jet Away (GB),Miss Penny Pincher (IRE),Presenting,Ledwardian Legacy Partnership,Took keen hold - in touch with leaders - pushed along and headway 2f out - ridden over 1f out - led inside final furlong - kept on well(op 5/1 tchd 11/2)
2022-12-05,GB,Lingfield (AW),12:25,Download The At The Races App Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,8,1,2,,2.75,2.75,Zonisty (IRE),4,G,163,,3:35.83,215.83,1.91,Sean Bowen,Sir Mark Prescott Bt,1204.32,–,113,Zoffany (IRE),Promise Me (IRE),Montjeu,W Prosser,Prominent - carried right with one circuit to go - pushed along to lead 3f out - ridden over 1f out - headed inside final furlong - kept on(op 4/5)
2022-12-05,GB,Lingfield (AW),12:25,Download The At The Races App Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,8,3,3,,6.75,4,Jack Hyde (IRE),4,G,149,,3:36.63,216.63,4.50,Mr John Reddington,Thomas Gallagher,601.92,–,102,Soldier Of Fortune (IRE),Ballinahow Tara (IRE),Kayf Tara,John Reddington,Took keen hold - hung right throughout - led - pushed along and headed 3f out - ridden and outpaced 2f out - kept on but no match for first two(op 3/1)
2022-12-05,GB,Lingfield (AW),12:25,Download The At The Races App Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,8,4,4,,6.75,0.05,Killarney Mountain (GB),4,C,156,h,3:36.64,216.64,41.00,Mitchell Bastyan,Simon Hodgson,301.44,–,102,Cable Bay (IRE),Afro GB,Araafa,P C F Racing Ltd,Took keen hold - held up in rear - pushed along and outpaced 3f out - ridden and switched right over 1f out - kept on and went fourth inside final furlong(op 80/1)
2022-12-05,GB,Lingfield (AW),12:25,Download The At The Races App Open National Hunt Flat Race (Category 1 Elimination) (GBB Race),NH Flat,Class 5,,,4-6yo,,2m,16f,3219,Standard To Slow,8,2,5,,9,2.25,Happy Boy (FR),5,G,156,,3:37.08,217.08,5.00,Tom Cannon,Chris Gordon,,–,100,Rail Link (GB),Vrai Bonheur (FR),Lavirco,Brenda Ansell Jane Goddard,Held up in rear - headway on outer from 5f out - ridden over 2f out - no extra and lost fourth inside final furlong(op 11/2)
